id;isbn;title;authors;language;avg-rating
356;439206472;The Bad Beginning (A Series of Unfortunate Events, #1);Lemony Snicket, Brett Helquist;eng;3.89
357;449213943;All Quiet on the Western Front;Erich Maria Remarque, A.W. Wheen;en-US;3.92
358;679805273;Oh, The Places You'll Go!;Dr. Seuss;en-US;4.34
359;159463176X;And the Mountains Echoed;Khaled Hosseini;eng;4.03
360;345404475;Do Androids Dream of Electric Sheep?;Philip K. Dick, Roger Zelazny;eng;4.08
361;141439742;Oliver Twist;Charles Dickens, George Cruikshank, Philip Horne;eng;3.85
362;60652896;The Screwtape Letters;C.S. Lewis;eng;4.21
363;525423273;Anna and the French Kiss (Anna and the French Kiss, #1);Stephanie Perkins;en-US;4.08
364;7173040;How the Grinch Stole Christmas!;Dr. Seuss;eng;4.36
365;1401207928;V for Vendetta;Alan Moore, David   Lloyd;eng;4.25
366;743223136;John Adams;David McCullough;eng;4.05
367;553384287;Odd Thomas (Odd Thomas, #1);Dean Koontz;eng;3.94
368;679879250;The Subtle Knife (His Dark Materials, #2);Philip Pullman;eng;4.1
369;439488400;Stargirl (Stargirl, #1);Jerry Spinelli;eng;3.74
370;1423113381;The Red Pyramid (Kane Chronicles, #1);Rick Riordan;eng;4.06
371;441788386;Stranger in a Strange Land;Robert A. Heinlein;eng;3.91
372;965904830;Dress Your Family in Corduroy and Denim;David Sedaris;eng;4.08
373;141311371;The BFG;Roald Dahl, Quentin Blake;eng;4.22
374;076790818X;A Short History of Nearly Everything;Bill Bryson;en-US;4.19
375;439227143;The Call of the Wild;Jack London;eng;3.83
376;385738773;The Death Cure (Maze Runner, #3);James Dashner;eng;3.77
377;61142026;Stardust;Neil Gaiman;eng;4.07
378;618485228;The Namesake;Jhumpa Lahiri;en-US;3.96
379;670022411;A Discovery of Witches (All Souls Trilogy, #1);Deborah Harkness;eng;3.99
380;375704027;Norwegian Wood;Haruki Murakami, Jay Rubin;eng;4.02
381;446672211;Where the Heart Is;Billie Letts;en-US;4.0
382;525421580;Will Grayson, Will Grayson;John Green, David Levithan;eng;3.84
383;307276902;A Million Little Pieces;James Frey;en-CA;3.62
384;1595141758;Frostbite (Vampire Academy, #2);Richelle Mead;eng;4.3
385;307352145;Quiet: The Power of Introverts in a World That Can't Stop Talking;Susan Cain;eng;4.04
386;440439884;Island of the Blue Dolphins (Island of the Blue Dolphins, #1);Scott O'Dell;en-CA;3.8
387;142437336;The Crucible;Arthur Miller, Christopher Bigsby;eng;3.55
388;689840926;Hatchet (Brian's Saga, #1);Gary Paulsen;en-US;3.68
389;076531178X;The Final Empire (Mistborn, #1);Brandon Sanderson;eng;4.43
390;451528956;The Strange Case of Dr. Jekyll and Mr. Hyde;Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon;eng;3.79
391;679889108;The Lorax;Dr. Seuss;eng;4.35
392;810993139;Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1);Jeff Kinney;en-US;3.96
393;1599906953;Throne of Glass (Throne of Glass, #1);Sarah J. Maas;eng;4.24
394;1595141979;Shadow Kiss (Vampire Academy, #3);Richelle Mead;en-US;4.37
395;684803356;For Whom the Bell Tolls;Ernest Hemingway;eng;3.95
396;345505336;Hotel on the Corner of Bitter and Sweet;Jamie Ford;eng;3.98
397;140120831;Perfume: The Story of a Murderer;Patrick Süskind, John E. Woods;eng;4.0
398;60838582;Fast Food Nation: The Dark Side of the All-American Meal;Eric Schlosser;eng;3.73
399;747599874;The Tales of Beedle the Bard;J.K. Rowling;en-US;4.06
400;441569595;Neuromancer;William Gibson;eng;3.88
401;99910101;A Farewell to Arms;Ernest Hemingway;en-US;3.79
402;553212281;The Tell-Tale Heart and Other Writings;Edgar Allan Poe;en-GB;4.15
403;1590302257;The Art of War;Sun Tzu, Thomas Cleary;eng;3.95
404;385344228;Defending Jacob;William Landay;eng;3.97
405;385334206;Breakfast of Champions;Kurt Vonnegut Jr.;eng;4.08
406;874774241;The New Drawing on the Right Side of the Brain;Betty Edwards;en-US;3.84
407;60838728;Bel Canto;Ann Patchett;eng;3.92
408;739467352;Guns, Germs, and Steel: The Fates of Human Societies;Jared Diamond;eng;4.0
409;375508414;Fried Green Tomatoes at the Whistle Stop Cafe;Fannie Flagg;;4.26
410;385474547;Things Fall Apart (The African Trilogy, #1);Chinua Achebe;en-US;3.61
411;385338694;The Undomestic Goddess;Sophie Kinsella;eng;3.82
412;1881273156;The Five Love Languages: How to Express Heartfelt Commitment to Your Mate;Gary Chapman;en-US;4.23
413;;The Three Musketeers;Alexandre Dumas;;4.06
414;1416589643;Little Bee;Chris Cleave;en-US;3.7
415;031253275X;Evermore (The Immortals, #1);Alyson Noel;en-US;3.59
416;590032496;The Witches;Roald Dahl, Quentin Blake;en-US;4.17
417;743298020;The Thirteenth Tale;Diane Setterfield;eng;3.95
418;1595142509;Spirit Bound (Vampire Academy, #5);Richelle Mead;eng;4.37
419;1595141987;Blood Promise (Vampire Academy, #4);Richelle Mead;en-US;4.35
420;446676071;Message in a Bottle;Nicholas Sparks;en-US;3.95
421;345521307;The Paris Wife;Paula McLain;eng;3.79
422;545044251;Harry Potter Boxset (Harry Potter, #1-7);J.K. Rowling;eng;4.74
423;62059963;The Elite (The Selection, #2);Kiera Cass;eng;4.02
424;156001314;The Name of the Rose;Umberto Eco, William Weaver, Seán Barrett;en-US;4.11
425;1416914633;Go Ask Alice;Beatrice Sparks, Anonymous;eng;3.77
426;802130208;A Confederacy of Dunces;John Kennedy Toole, Walker Percy;eng;3.89
427;158049580X;The Importance of Being Earnest;Oscar Wilde;eng;4.17
428;1423140605;The Mark of Athena (The Heroes of Olympus, #3);Rick Riordan;eng;4.47
429;60855924;The Color of Magic (Discworld, #1: Rincewind #1);Terry Pratchett;eng;3.97
430;1400079276;Kafka on the Shore;Haruki Murakami, Philip Gabriel;en-US;4.13
431;525945563;Red Dragon (Hannibal Lecter, #1);Thomas Harris;eng;4.01
432;553803700;I, Robot (Robot #0.1);Isaac Asimov;eng;4.17
433;451216954;Dark Lover (Black Dagger Brotherhood, #1);J.R. Ward;eng;4.21
434;1416989439;Crescendo (Hush, Hush, #2);Becca Fitzpatrick;en-US;4.07
435;61726818;Before I Fall;Lauren Oliver;eng;3.92
436;679457313;The God of Small Things;Arundhati Roy;eng;3.91
437;670024783;The Invention of Wings;Sue Monk Kidd;en-US;4.23
438;141043768;What Alice Forgot;Liane Moriarty;eng;4.05
439;553380168;A Brief History of Time;Stephen Hawking, Cao Chi, Phạm Văn Thiều;eng;4.12
440;525951652;Fall of Giants (The Century Trilogy, #1);Ken Follett;eng;4.26
441;1439148503;Under the Dome;Stephen King;eng;3.89
442;553380958;Snow Crash;Neal Stephenson;eng;4.02
443;670061050;Just Listen;Sarah Dessen;en-US;4.06
444;525467564;Winnie-the-Pooh (Winnie-the-Pooh, #1);A.A. Milne, Ernest H. Shepard;eng;4.34
445;62060554;Before I Go to Sleep;S.J. Watson;en-CA;3.87
446;1420925539;A Study in Scarlet;Arthur Conan Doyle;eng;4.15
447;375826726;Brisingr (The Inheritance Cycle, #3);Christopher Paolini;eng;4.03
448;310276993;The Purpose Driven Life: What on Earth Am I Here for?;Rick Warren;en-US;3.9
449;312360282;Betrayed (House of Night, #2);P.C. Cast, Kristin Cast;en-US;3.93
450;451457811;Storm Front (The Dresden Files, #1);Jim Butcher;en-US;4.02
451;1593082649;Northanger Abbey;Jane Austen, Alfred MacAdam;eng;3.8
452;399162410;The 5th Wave (The 5th Wave, #1);Rick Yancey;eng;4.1
453;802142842;Cold Mountain;Charles Frazier;en-US;3.83
454;60245867;If You Give a Mouse a Cookie;Laura Joffe Numeroff, Felicia Bond;en-US;4.24
455;312323867;Something Blue (Darcy & Rachel, #2);Emily Giffin;en-US;3.92
456;822210894;A Streetcar Named Desire;Tennessee Williams;eng;3.97
457;751537284;The Historian;Elizabeth Kostova;eng;3.77
458;385353308;Station Eleven;Emily St. John Mandel;eng;4.02
459;1476738017;A Man Called Ove;Fredrik Backman, Henning Koch;eng;4.35
460;1406321346;Clockwork Princess (The Infernal Devices, #3);Cassandra Clare;eng;4.59
461;1416500189;The Good Earth (House of Earth, #1);Pearl S. Buck;eng;3.97
462;140135154;Ways of Seeing;John Berger;eng;3.75
463;385335970;Dragonfly in Amber (Outlander, #2);Diana Gabaldon;eng;4.31
464;;Holy Bible: King James Version;Anonymous;eng;4.43
465;743495667;In Her Shoes;Jennifer Weiner;;3.78
466;345368584;The Hobbit: Graphic Novel;Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming;eng;4.48
467;1594489580;The Brief Wondrous Life of Oscar Wao;Junot Díaz;eng;3.89
468;61120065;Their Eyes Were Watching God;Zora Neale Hurston;eng;3.87
469;439321603;Fantastic Beasts and Where to Find Them;Newt Scamander, J.K. Rowling, Albus Dumbledore;eng;3.95
470;316322407;I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban;Malala Yousafzai, Christina Lamb;eng;4.06
471;141439807;Mansfield Park;Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont;eng;3.84
472;080701429X;Man's Search for Meaning;Viktor E. Frankl;eng;4.33
473;670038601;In the Woods (Dublin Murder Squad, #1);Tana French;eng;3.74
474;618680004;The God Delusion;Richard Dawkins;eng;3.89
475;525422943;Where She Went (If I Stay, #2);Gayle Forman;en-US;4.06
476;345915593;The World According to Garp;John Irving;eng;4.07
477;515141429;Killing Floor (Jack Reacher, #1);Lee Child;eng;4.04
478;375757325;Robinson Crusoe;Daniel Defoe, Gerald McCann, Virginia Woolf;eng;3.66
479;937832383;The Prince;Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez;eng;3.78
480;440238153;The Amber Spyglass (His Dark Materials, #3);Philip Pullman;eng;4.06
481;765346524;Wizard's First Rule (Sword of Truth, #1);Terry Goodkind;eng;4.13
482;1439153663;The Kitchen House;Kathleen Grissom;en-CA;4.18
483;316769029;Franny and Zooey;J.D. Salinger;en-US;3.98
484;385720920;Choke;Chuck Palahniuk;eng;3.69
485;374528373;The Brothers Karamazov;Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky;eng;4.3
486;375822747;The City of Ember (Book of Ember, #1);Jeanne DuPrau;eng;3.85
487;60541814;The Andromeda Strain;Michael Crichton;;3.87
488;451933028;The Green Mile;Stephen King;eng;4.42
489;000100039X;The Prophet;Kahlil Gibran;eng;4.22
490;394541553;Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1);Art Spiegelman;eng;4.35
491;312379838;Untamed (House of Night, #4);P.C. Cast, Kristin Cast;en-US;3.95
492;812550757;Speaker for the Dead (Ender's Saga, #2);Orson Scott Card;en-US;4.04
493;684823780;Mere Christianity;C.S. Lewis;eng;4.31
494;1400031702;The Secret History;Donna Tartt;eng;4.07
495;375725784;A Heartbreaking Work of Staggering Genius;Dave Eggers;eng;3.68
496;553381679;The Clan of the Cave Bear (Earth's Children, #1);Jean M. Auel;eng;4.02
497;439228905;Black Beauty;Anna Sewell;eng;3.94
498;192833987;War and Peace;Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude;eng;4.11
499;679735771;American Psycho;Bret Easton Ellis;eng;3.81
500;613371658;The Princess Diaries (The Princess Diaries, #1);Meg Cabot;eng;3.76
501;1400034779;The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1);Alexander McCall Smith;eng;3.75
502;1582406723;The Walking Dead, Vol. 01: Days Gone Bye;Robert Kirkman, Tony Moore;en-GB;4.3
503;451457994;2001: A Space Odyssey (Space Odyssey, #1);Arthur C. Clarke;eng;4.12
504;1590525132;Redeeming Love;Francine Rivers;eng;4.48
505;842342702;Left Behind (Left Behind, #1);Tim LaHaye, Jerry B. Jenkins;eng;3.81
506;62059998;The One (The Selection, #3);Kiera Cass;eng;4.21
507;545265355;The Hunger Games Trilogy Boxset (The Hunger Games, #1-3);Suzanne Collins;eng;4.49
508;805063897;Nickel and Dimed: On (Not) Getting By in America;Barbara Ehrenreich;eng;3.6
509;593053893;Remember Me?;Sophie Kinsella;eng;3.76
510;812517725;The Great Hunt (Wheel of Time, #2);Robert Jordan;en-US;4.2
511;743477154;Postmortem (Kay Scarpetta, #1);Patricia Cornwell;eng;4.01
512;385074077;The Complete Stories and Poems;Edgar Allan Poe;en-US;4.37
513;553256696;The Hiding Place: The Triumphant True Story of Corrie Ten Boom;Corrie ten Boom, John Sherrill, Elizabeth Sherrill;en-US;4.42
514;192835084;The Adventures of Sherlock Holmes;Arthur Conan Doyle;eng;4.29
515;553381547;The Prince of Tides;Pat Conroy;eng;4.22
516;312282990;The Amazing Adventures of Kavalier & Clay;Michael Chabon;eng;4.17
517;802798233;Perfect Chemistry (Perfect Chemistry, #1);Simone Elkeles;eng;4.07
518;805072454;Peter Pan;J.M. Barrie, Michael Hague;en-US;4.1
519;689865392;Pretties (Uglies, #2);Scott Westerfeld;eng;3.85
520;965341984;The Wind-Up Bird Chronicle;Haruki Murakami, Jay Rubin;eng;4.17
521;739465511;The Lincoln Lawyer (Mickey Haller, #1: Harry Bosch Universe, #16);Michael Connelly;eng;4.14
522;375507256;Cloud Atlas;David Mitchell;eng;4.01
523;767902890;The Things They Carried;Tim O'Brien;en-US;4.12
524;1844137872;Wall and Piece;Banksy;eng;3.83
525;006197806X;Pandemonium (Delirium, #2);Lauren Oliver;eng;4.07
526;307277887;Darkly Dreaming Dexter (Dexter, #1);Jeff Lindsay;eng;3.89
527;1841493007;Living Dead in Dallas (Sookie Stackhouse, #2);Charlaine Harris;eng;3.97
528;765305119;The Dragon Reborn (Wheel of Time, #3);Robert Jordan;eng;4.23
529;141439491;Gulliver's Travels;Jonathan Swift, Robert DeMaria Jr.;eng;3.55
530;743482751;Much Ado About Nothing;William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson;eng;4.06
531;393320979;Beowulf;Unknown, Seamus Heaney;en-US;3.42
532;1401207529;Batman: Year One;Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil;eng;4.23
533;62409859;Go Set a Watchman;Harper Lee;eng;3.31
534;316143472;When You Are Engulfed in Flames;David Sedaris;en-US;4.04
535;316134023;Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1);Laini Taylor;eng;4.04
536;1409151174;Red Queen (Red Queen, #1);Victoria Aveyard;eng;4.08
537;1400069289;The Power of Habit: Why We Do What We Do in Life and Business;Charles Duhigg;eng;4.03
538;679751521;Midnight in the Garden of Good and Evil;John Berendt;eng;3.9
539;1301949825;Hopeless (Hopeless, #1);Colleen Hoover;eng;4.34
540;142437018;A Little Princess;Frances Hodgson Burnett, Nancy Bond;eng;4.2
541;142406252;The Truth About Forever;Sarah Dessen;en-US;4.13
542;439861365;The Horse and His Boy (Chronicles of Narnia, #5);C.S. Lewis;eng;3.9
543;1595143068;Last Sacrifice (Vampire Academy, #6);Richelle Mead;eng;4.42
544;64400026;Little House on the Prairie (Little House, #2);Laura Ingalls Wilder, Garth Williams;eng;4.18
545;380002558;The Velveteen Rabbit;Margery Williams Bianco, William   Nicholson;eng;4.29
546;60589469;Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values;Robert M. Pirsig;eng;3.76
547;375759239;The War of the Worlds;H.G. Wells, Arthur C. Clarke;eng;3.8
548;60887303;Pretty Little Liars (Pretty Little Liars, #1);Sara Shepard;en-US;3.9
549;670241334;Corduroy;Don Freeman;en-US;4.28
550;1594200823;The Omnivore's Dilemma: A Natural History of Four Meals;Michael Pollan;eng;4.17
551;316176486;Life After Life;Kate Atkinson;eng;3.74
552;446696129;The Rescue;Nicholas Sparks;en-US;4.1
553;045057458X;Needful Things;Stephen King;;3.87
554;385335997;Voyager (Outlander, #3);Diana Gabaldon;eng;4.38
555;393315053;Hamlet: Screenplay, Introduction And Film Diary;Kenneth Branagh, William Shakespeare;eng;4.12
556;307348245;Cujo;Stephen King;spa;3.65
557;747560595;The Virgin Suicides;Jeffrey Eugenides;eng;3.83
558;441012183;Dead to the World (Sookie Stackhouse, #4);Charlaine Harris;eng;4.13
559;141439599;Tess of the D'Urbervilles;Thomas Hardy, Tim Dolin, Margaret R. Higonnet;eng;3.77
560;192840398;Madame Bovary;Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall;eng;3.64
561;394820371;The Phantom Tollbooth;Norton Juster, Jules Feiffer;en-US;4.22
562;765326353;The Way of Kings (The Stormlight Archive, #1);Brandon Sanderson;eng;4.64
563;1841493015;Club Dead (Sookie Stackhouse, #3);Charlaine Harris;en-GB;4.03
564;078685197X;It's Kind of a Funny Story;Ned Vizzini;en-US;4.14
565;765316889;The Well of Ascension (Mistborn, #2);Brandon Sanderson;eng;4.35
566;;After You (Me Before You, #2);Jojo Moyes;eng;3.7
567;034552554X;The Language of Flowers;Vanessa Diffenbaugh;eng;4.07
568;156389341X;Batman: The Dark Knight Returns (The Dark Knight Saga, #1);Frank Miller, Klaus Janson, Lynn Varley;eng;4.25
569;446617792;The Angel Experiment (Maximum Ride, #1);James Patterson;eng;4.08
570;1573225517;High Fidelity;Nick Hornby;eng;3.94
571;446696110;The Guardian;Nicholas Sparks;en-US;4.14
572;385721676;Oryx and Crake (MaddAddam, #1);Margaret Atwood;eng;4.0
573;60574216;Men Are from Mars, Women Are from Venus;John Gray;en-US;3.52
574;60899220;Kitchen Confidential: Adventures in the Culinary Underbelly;Anthony Bourdain;eng;4.0
575;99244721;Timeline;Michael Crichton;en-US;3.83
576;486266893;Candide;Voltaire;eng;3.76
577;374480095;Tuck Everlasting;Natalie Babbitt;eng;3.85
578;2253147699;Christine;Stephen King, Marie Milpois;fre;3.72
579;1713221;Are You My Mother?;P.D. Eastman;eng;4.16
580;071483355X;The Story of Art;E.H. Gombrich;en-US;3.83
581;312642962;Scarlet (The Lunar Chronicles, #2);Marissa Meyer;eng;4.3
582;751532711;Rich Dad, Poor Dad;Robert T. Kiyosaki;eng;3.95
583;1442426640;Silence (Hush, Hush, #3);Becca Fitzpatrick;eng;4.16
584;670020559;The Magicians (The Magicians #1);Lev Grossman;eng;3.47
585;1421501686;Death Note, Vol. 1: Boredom (Death Note, #1);Tsugumi Ohba, Takeshi Obata;eng;4.42
586;689875347;A Great and Terrible Beauty (Gemma Doyle, #1);Libba Bray;eng;3.79
587;60529709;Everything Is Illuminated;Jonathan Safran Foer;eng;3.9
588;752863886;The Bourne Supremacy (Jason Bourne, #2);Robert Ludlum;en-US;4.09
589;425266745;Easy (Contours of the Heart, #1);Tammara Webber;en-CA;4.11
590;140439447;David Copperfield;Charles Dickens, Jeremy Tambling;eng;3.96
591;316013684;The Absolutely True Diary of a Part-Time Indian;Sherman Alexie, Ellen Forney;eng;4.11
592;679760806;The Master and Margarita;Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer;eng;4.32
593;553383043;A Wizard of Earthsea (Earthsea Cycle, #1);Ursula K. Le Guin;en-US;3.99
594;763616052;Because of Winn-Dixie;Kate DiCamillo, Chris Sheban;eng;4.0
595;743253973;A Separate Peace;John Knowles;en-US;3.56
596;385339607;The Rainmaker;John Grisham;eng;3.91
597;142437239;Don Quixote;Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford;eng;3.85
598;6480098;Assassin's Apprentice (Farseer Trilogy, #1);Robin Hobb;eng;4.14
599;345418921;The Restaurant at the End of the Universe (Hitchhiker's Guide, #2);Douglas Adams;eng;4.22
600;385739141;Torment (Fallen, #2);Lauren Kate;eng;3.89
601;723247706;The Tale of Peter Rabbit;Beatrix Potter;eng;4.17
602;64405044;The Silver Chair (Chronicles of Narnia, #4);C.S. Lewis, Pauline Baynes;eng;3.95
603;765316897;The Hero of Ages (Mistborn, #3);Brandon Sanderson;eng;4.46
604;679746048;Girl, Interrupted;Susanna Kaysen;eng;3.9
605;61173398;Are You There, Vodka? It's Me, Chelsea;Chelsea Handler;;3.85
606;743278909;Jonathan Livingston Seagull;Richard Bach, Russell Munson;en-US;3.8
607;1481426303;City of Heavenly Fire (The Mortal Instruments, #6);Cassandra Clare;eng;4.48
608;920668372;Love You Forever;Robert Munsch, Sheila McGraw;en-GB;4.34
609;1416524517;Cell;Stephen King;en-US;3.64
610;067002581X;The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics;Daniel James Brown;eng;4.32
611;618391118;The Silmarillion (Middle-Earth Universe);J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith;eng;3.87
612;451210859;The Drawing of the Three (The Dark Tower, #2);Stephen King;eng;4.23
613;330449605;The Forgotten Garden;Kate Morton;en-GB;4.12
614;99428644;The Trial;Franz Kafka, Edwin Muir, Willa Muir, Max Brod;eng;3.98
615;142501557;This Lullaby;Sarah Dessen;eng;4.03
616;743275012;Plain Truth;Jodi Picoult;eng;3.97
617;385523386;Orange Is the New Black;Piper Kerman;eng;3.7
618;451528018;The Hound of the Baskervilles;Arthur Conan Doyle, Anne Perry;eng;4.09
619;374275637;Thinking, Fast and Slow;Daniel Kahneman;eng;4.08
620;345350499;The Mists of Avalon (Avalon, #1);Marion Zimmer Bradley;eng;4.12
621;689841582;Are You There God? It's Me, Margaret;Judy Blume;eng;3.89
622;446612707;Nights in Rodanthe;Nicholas Sparks;eng;3.82
623;1476754454;Mr. Mercedes (Bill Hodges Trilogy, #1);Stephen King;eng;3.92
